"yr_built","yr_remodel","overall_cond","bed_rms","full_bth","num_stops_0.25","num_stops_0.50","total_value","lu","bldg_value","land_value","res_units","living_area","condo"
1885,NA,"A - Average",4,3,0,2,1316200,"R2",983300,332900,NA,3024,0
1974,2023,"G - Good",5,3,0,1,1441700,"R1",1195000,246700,NA,2243,0
1880,1989,"A - Average",3,1,0,1,1100800,"R1",807900,292900,NA,2127,0
1870,NA,"G - Good",6,3,0,1,1594700,"R3",1127700,467000,NA,3261.6,0
1885,1990,"A - Average",3,3,0,1,1122300,"R2",739200,383100,NA,2648,0
1920,2011,"G - Good",5,3,0,0,1271000,"R1",853100,417900,NA,2726,0
2011,NA,"G - Good",4,2,0,0,1413800,"R1",1022500,391300,NA,3438.4,0
2009,NA,"G - Good",4,2,0,0,975000,"R1",784700,190300,NA,2442.4,0
2010,NA,"G - Good",4,2,0,0,943300,"R1",754700,188600,NA,2196.5,0
1890,1985,"A - Average",4,4,0,0,922700,"R1",644000,278700,NA,2255.9,0
1890,2020,"A - Average",3,2,0,13,609600,"R1",434500,175100,NA,1239.4,0
1900,1987,"A - Average",7,3,0,1,1632300,"R3",1346900,285400,NA,2850,0
2001,NA,"G - Good",2,2,0,1,1179600,"R1",910400,269200,NA,2109,0
1890,NA,"A - Average",4,3,6,12,1518000,"R1",1145600,372400,NA,2376,0
1890,2006,"A - Average",5,2,0,12,671400,"R1",499300,172100,NA,1635,0
1860,2021,"G - Good",5,3,0,11,4423700,"R1",2859600,1564100,NA,4051.1,0
1905,NA,"A - Average",6,3,0,0,1042300,"R3",826800,215500,NA,2394,0
1890,NA,"A - Average",3,1,0,1,843200,"R1",537800,305400,NA,1585.2,0
1890,NA,"A - Average",2,1,0,0,734100,"R1",529600,204500,NA,1140,0
1899,2009,"G - Good",6,3,0,0,1456300,"R3",1173700,282600,NA,2118,0
1905,2018,"G - Good",3,1,0,0,957500,"R1",619800,337700,NA,1353.6,0
1920,NA,"A - Average",2,1,0,0,484200,"R1",255700,228500,NA,1419.6,0
1951,NA,"A - Average",3,1,0,0,718300,"R1",437600,280700,NA,1438,0
1895,2004,"A - Average",6,2,1,1,802600,"R2",516100,286500,NA,3600.6,0
1935,NA,"A - Average",6,2,1,1,1095500,"R2",686300,409200,NA,3415.6,0
1905,NA,"A - Average",10,2,1,1,992400,"R2",735800,256600,NA,4665,0
1967,2017,"A - Average",4,1,0,0,693600,"R1",473800,219800,NA,1284,0
1920,NA,"A - Average",5,2,0,2,542400,"R1",366600,175800,NA,1854.6,0
1900,2015,"G - Good",6,6,0,1,1488200,"R3",1211700,276500,NA,3525,0
1905,2010,"A - Average",5,3,0,0,1291800,"R3",916000,375800,NA,2355,0
2022,NA,"G - Good",3,3,0,2,346800,"R1",100200,246600,NA,2166,0
1950,NA,"A - Average",4,1,0,3,682900,"R1",421100,261800,NA,1656.8,0
1954,NA,"A - Average",3,1,0,0,539200,"R1",286800,252400,NA,1108.8,0
1890,NA,"E - Excellent",4,4,0,13,4995400,"R1",3454900,1540500,NA,3854,0
1910,2009,"A - Average",5,3,0,3,768000,"R3",544800,223200,NA,2895.4,0
1905,2020,"A - Average",6,3,1,3,994600,"R3",752200,242400,NA,3567,0
1910,2015,"A - Average",8,4,0,4,1660000,"R2",1254500,405500,NA,7053.6,0
1900,2020,"A - Average",11,3,0,2,1290000,"R3",950400,339600,NA,4251,0
1940,NA,"A - Average",4,2,0,0,723800,"R1",485800,238000,NA,1441,0
1860,2022,"E - Excellent",4,3,0,1,2094100,"R1",1660700,433400,NA,2640,0
1905,NA,"A - Average",6,2,1,2,889100,"R2",556400,332700,NA,4009,0
1870,1997,"A - Average",3,3,1,12,2294100,"R2",1596000,698100,NA,2724,0
1900,2000,"A - Average",4,2,2,3,654200,"R2",432300,221900,NA,2462.4,0
1890,1986,"G - Good",3,2,1,12,1801200,"R2",1143500,657700,NA,1836,0
1931,NA,"A - Average",6,2,0,5,1361100,"R2",863900,497200,NA,2422.8,0
1890,2016,"E - Excellent",5,5,2,12,5791000,"R1",4142300,1648700,NA,4469.1,0
1890,2001,"G - Good",3,2,1,15,2059900,"R1",1551900,508000,NA,1998.75,0
1860,NA,"A - Average",3,3,1,15,1841800,"R1",1322000,519800,NA,1935.2,0
2007,NA,"A - Average",6,3,0,0,724700,"R2",482000,242700,NA,2994,0
1930,NA,"A - Average",4,1,1,1,751400,"R1",488500,262900,NA,2040.8,0
2007,NA,"G - Good",4,3,1,1,1409500,"R1",1198200,211300,NA,3727.2,0
1920,2014,"G - Good",9,3,0,0,946400,"R3",794800,151600,NA,3153,0
1885,1987,"A - Average",3,2,0,0,1196100,"R2",897200,298900,NA,2165,0
1905,2012,"G - Good",5,3,0,0,1352400,"R1",1085600,266800,NA,1936,0
1905,1995,"A - Average",3,2,0,1,651800,"R1",434500,217300,NA,1575,0
1905,2022,"G - Good",12,6,0,0,1771900,"R3",1533400,238500,NA,3225,0
1900,2021,"G - Good",5,5,0,1,1002200,"R2",805200,197000,NA,1620,0
1890,2018,"G - Good",10,4,0,1,2063400,"R3",1729300,334100,NA,3258,0
1872,2006,"G - Good",4,3,1,13,2676300,"R1",1980600,695700,NA,2523.15,0
1880,2016,"A - Average",3,2,1,12,2078200,"R2",1413100,665100,NA,2441.6,0
1900,2002,"A - Average",2,2,1,11,2112900,"R2",1372500,740400,NA,1992.75,0
1945,2020,"A - Average",4,2,0,0,983300,"R2",771400,211900,NA,1620,0
1900,NA,"A - Average",7,3,1,1,1010000,"R3",694500,315500,NA,4109.6,0
1931,2011,"G - Good",3,1,0,1,845000,"R1",622700,222300,NA,1347.5,0
1920,2008,"A - Average",5,3,0,1,881600,"R2",639300,242300,NA,2391,0
1890,NA,"A - Average",9,3,0,0,830500,"R3",558500,272000,NA,4907.4,0
1886,1996,"A - Average",5,2,0,0,739300,"R1",534900,204400,NA,3701.5,0
1890,1985,"A - Average",6,1,0,0,523500,"R1",334800,188700,NA,4276.3,0
1968,1990,"A - Average",2,1,0,1,699700,"R1",463300,236400,NA,1350,0
1940,NA,"A - Average",4,1,0,1,556500,"R1",336700,219800,NA,1178,0
1905,NA,"A - Average",9,3,0,0,817400,"R3",604700,212700,NA,3786,0
1905,NA,"A - Average",6,2,1,1,859800,"R2",522400,337400,NA,2492,0
2014,NA,"G - Good",3,2,0,0,766800,"R1",604900,161900,NA,1672,0
1915,2013,"A - Average",8,3,0,0,1098700,"R3",867100,231600,NA,4311,0
1900,NA,"A - Average",5,2,0,0,698800,"R2",448000,250800,NA,2314.2,0
1910,2018,"G - Good",2,2,0,0,631700,"R1",467900,163800,NA,1387.2,0
1940,NA,"A - Average",3,1,0,0,432400,"R1",276100,156300,NA,1349,0
1875,NA,"A - Average",6,2,0,1,1270800,"R2",884300,386500,NA,2976,0
1910,2016,"G - Good",5,3,0,1,1023900,"R3",710500,313400,NA,2892,0
1915,1975,"A - Average",4,2,0,0,668700,"R2",433500,235200,NA,2104,0
1849,2013,"G - Good",3,2,0,0,2327500,"R1",1799900,527600,NA,2937.6,0
1900,NA,"P - Poor",2,2,0,0,739200,"R2",358900,380300,NA,3280,0
1885,2003,"A - Average",4,3,0,0,1117800,"R2",805800,312000,NA,2412,0
1900,2016,"G - Good",3,2,1,11,2108500,"R1",1335900,772600,NA,1693.8,0
1890,NA,"G - Good",4,4,1,12,3415900,"R2",2281200,1134700,NA,3534.05,0
1880,2022,"G - Good",3,3,3,7,4743700,"R1",3306400,1437300,NA,4735,0
1890,2016,"E - Excellent",4,4,2,6,4879000,"R1",3301200,1577800,NA,3908.4,0
1905,NA,"A - Average",6,3,0,2,1063100,"R3",724100,339000,NA,3312,0
1900,2016,"G - Good",6,2,0,0,1533300,"R2",1165500,367800,NA,2368,0
1899,1988,"A - Average",4,2,0,0,1049100,"R1",672500,376600,NA,1836,0
1900,NA,"A - Average",2,1,0,0,568600,"R1",313000,255600,NA,1008,0
1900,2021,"G - Good",4,3,0,0,1391400,"R1",1073000,318400,NA,1936,0
1905,2020,"A - Average",5,3,0,0,907800,"R3",568900,338900,NA,2924,0
2010,NA,"G - Good",2,1,0,3,242400,"R1",176952,65448,NA,1684.4,0
2010,NA,"G - Good",3,1,0,4,269500,"R1",196735,72765,NA,1780,0
2010,NA,"G - Good",4,1,0,3,269500,"R1",196735,72765,NA,1998,0
2010,NA,"G - Good",2,1,0,3,242400,"R1",176952,65448,NA,1838,0
2008,NA,"G - Good",5,2,0,3,527900,"R2",385367,142533,NA,3199.2,0
1900,1998,"A - Average",4,2,1,2,886900,"R2",696000,190900,NA,2323,0
1900,NA,"A - Average",3,2,0,0,1340400,"R2",888400,452000,NA,1944,0
1890,2017,"E - Excellent",3,4,3,12,4425600,"R1",3609900,815700,NA,4011,0
1860,2004,"G - Good",2,2,0,1,908700,"R2",676700,232000,NA,1891.2,0
1910,2018,"A - Average",5,2,0,0,1171700,"R1",852500,319200,NA,2649,0
1940,1989,"A - Average",3,1,0,0,583700,"R1",367200,216500,NA,1075.2,0
1946,2022,"A - Average",3,2,0,0,598200,"R1",381000,217200,NA,1177.6,0
2009,NA,"G - Good",4,2,0,0,824900,"R1",635900,189000,NA,2448,0
1890,2001,"A - Average",5,1,0,0,957400,"R1",687600,269800,NA,1836,0
1880,2019,"G - Good",4,2,0,0,926000,"R1",693900,232100,NA,1774.2,0
1905,2007,"A - Average",9,3,0,1,1086700,"R3",870500,216200,NA,3714,0
1900,NA,"A - Average",8,3,0,1,750400,"R2",490200,260200,NA,3980.8,0
1996,NA,"A - Average",3,1,0,0,311500,"R1",227395,84105,NA,1418,0
1905,2011,"G - Good",9,3,0,0,933200,"R3",783100,150100,NA,3848,0
1920,NA,"A - Average",8,2,1,1,914500,"R2",661100,253400,NA,3630,0
1905,1986,"G - Good",11,3,0,0,1079200,"R3",866900,212300,NA,4584,0
2018,NA,"G - Good",4,3,0,0,721500,"R1",554500,167000,NA,2204.8,0
2007,NA,"G - Good",6,2,0,0,845500,"R2",585300,260200,NA,3206,0
1930,2001,"G - Good",2,1,0,0,640800,"R1",421700,219100,NA,1256.6,0
2002,NA,"G - Good",6,3,0,1,2269900,"R3",1999300,270600,NA,3819,0
1880,2006,"A - Average",3,2,0,0,965400,"R2",556200,409200,NA,1378.6,0
1880,NA,"A - Average",3,1,0,0,714700,"R1",413600,301100,NA,1905,0
1905,1993,"A - Average",7,3,0,2,1181400,"R3",840600,340800,NA,3336,0
1922,NA,"A - Average",4,2,0,1,1094300,"R1",689400,404900,NA,2416,0
1920,2019,"G - Good",4,2,0,0,1677000,"R1",1214200,462800,NA,2850,0
1899,NA,"G - Good",6,4,0,0,1526300,"R3",1234700,291600,NA,1863,0
1900,NA,"G - Good",4,2,0,0,908300,"R1",651100,257200,NA,1482,0
1900,NA,"A - Average",6,3,0,3,1126600,"R3",764200,362400,NA,3148,0
1900,NA,"A - Average",7,3,0,3,1204000,"R3",837200,366800,NA,3126,0
1989,2021,"G - Good",4,2,0,0,557400,"R1",358200,199200,NA,1075,0
1885,1997,"A - Average",4,2,0,1,901100,"R1",646100,255000,NA,1512,0
1885,NA,"A - Average",3,1,0,1,587000,"R1",389900,197100,NA,802,0
1910,2017,"A - Average",5,4,0,0,1458400,"R1",1120600,337800,NA,2663,0
1860,1998,"G - Good",5,3,0,13,4674000,"R1",3407900,1266100,NA,5077.5,0
1920,NA,"A - Average",2,1,0,0,634900,"R1",380700,254200,NA,1787.6,0
1900,1994,"A - Average",4,2,0,0,1017100,"R1",688100,329000,NA,1883,0
1900,NA,"A - Average",4,3,0,0,1070300,"R3",783700,286600,NA,2040,0
2008,NA,"G - Good",4,3,0,2,1460700,"R2",772500,688200,NA,2113,0
1998,NA,"G - Good",4,2,0,2,1721300,"R1",1139500,581800,NA,2383.85,0
1910,2017,"G - Good",7,3,0,1,1736800,"R1",1350700,386100,NA,4214,0
2012,NA,"G - Good",4,2,0,2,1422900,"R1",1081300,341600,NA,2658,0
1900,NA,"A - Average",6,3,1,1,1298300,"R3",956300,342000,NA,3501,0
1905,NA,"A - Average",6,3,1,1,1560700,"R3",1191300,369400,NA,5175,0
1900,NA,"A - Average",4,3,0,1,624500,"R2",426700,197800,NA,1750.8,0
1905,2004,"A - Average",5,2,0,1,597200,"R2",430200,167000,NA,1968,0
1899,2002,"A - Average",5,3,1,8,3753900,"R3",2219700,1534200,NA,4257.2,0
1989,NA,"A - Average",4,2,1,2,836800,"R2",538100,298700,NA,1500,0
1895,NA,"A - Average",7,2,0,2,1131900,"R2",837600,294300,NA,3985.9,0
1910,NA,"A - Average",7,2,0,2,995700,"R2",715500,280200,NA,3312,0
1890,1996,"A - Average",4,2,2,2,786500,"R1",498700,287800,NA,1728,0
1950,NA,"A - Average",3,2,0,0,638600,"R1",410700,227900,NA,2224,0
1910,1990,"A - Average",6,2,0,0,802100,"R2",569700,232400,NA,2734,0
1915,2001,"A - Average",6,2,0,0,907200,"R2",620000,287200,NA,2874,0
1930,2015,"G - Good",4,3,0,0,1183300,"R1",939600,243700,NA,2446,0
1945,NA,"A - Average",4,2,0,1,843100,"R2",558300,284800,NA,1944,0
1950,NA,"A - Average",4,2,0,1,770800,"R2",490800,280000,NA,2040,0
2016,NA,"G - Good",4,2,0,0,1527500,"R1",1093300,434200,NA,2632,0
1975,NA,"G - Good",4,2,0,0,1102900,"R1",772500,330400,NA,2300,0
1890,2012,"A - Average",6,3,0,0,783700,"R3",569100,214600,NA,3003,0
1950,2019,"A - Average",7,3,0,2,1155100,"R2",784300,370800,NA,2904,0
1910,2004,"A - Average",5,3,0,0,1061100,"R2",731800,329300,NA,2135.4,0
1899,2018,"G - Good",6,2,0,0,958300,"R1",756500,201800,NA,3481.2,0
1905,2009,"A - Average",11,3,0,0,1034200,"R3",796000,238200,NA,3816,0
2014,NA,"G - Good",6,5,0,1,2049000,"R3",1840600,208400,NA,3240,0
1890,1988,"A - Average",4,4,4,14,1855500,"R2",1247100,608400,NA,2031.6,0
1905,NA,"A - Average",8,2,0,1,861200,"R2",663500,197700,NA,2816,0
1890,1994,"A - Average",5,2,0,0,1209600,"R2",851900,357700,NA,2527,0
1875,2000,"A - Average",5,3,0,0,1944900,"R3",1417200,527700,NA,3356.1,0
1900,NA,"A - Average",4,1,0,0,923800,"R1",602100,321700,NA,1644,0
1910,2002,"A - Average",6,3,1,2,1468800,"R3",1125000,343800,NA,3840,0
1899,2016,"A - Average",5,3,1,12,2667600,"R2",1903400,764200,NA,3301.35,0
1890,1984,"A - Average",6,1,1,13,2265500,"R1",1500000,765500,NA,2421.4,0
1880,2018,"G - Good",3,2,3,7,5400200,"R1",3801500,1598700,NA,5193.7,0
1885,NA,"A - Average",6,2,0,2,1304700,"R2",1000400,304300,NA,4422,0
1920,NA,"A - Average",7,2,0,2,1190100,"R2",864600,325500,NA,3117.2,0
1905,2002,"A - Average",4,2,0,0,769500,"R2",455700,313800,NA,4167,0
1955,NA,"A - Average",3,1,0,0,459300,"R1",235300,224000,NA,864,0
1890,NA,"A - Average",3,2,0,0,516600,"R1",303600,213000,NA,2338.6,0
1988,NA,"G - Good",4,3,0,1,1013600,"R1",791600,222000,NA,2432.4,0
1913,NA,"A - Average",5,3,0,0,1057300,"R3",777000,280300,NA,2330.4,0
1900,NA,"A - Average",8,3,0,1,798100,"R3",599500,198600,NA,2586,0
1905,2015,"G - Good",9,3,0,0,1316100,"R3",1130200,185900,NA,3234,0
1905,NA,"A - Average",6,3,0,0,983400,"R3",753300,230100,NA,3234,0
1910,NA,"A - Average",4,2,1,2,760200,"R2",498500,261700,NA,1964,0
1900,2017,"G - Good",3,3,1,2,800200,"R2",578300,221900,NA,1902,0
1900,2002,"A - Average",6,2,0,0,532500,"R2",307800,224700,NA,2836.4,0
1996,NA,"A - Average",3,2,0,0,327300,"R1",238929,88371,NA,1480,0
2017,NA,"G - Good",3,2,0,0,753300,"R1",586000,167300,NA,2144,0
1905,NA,"A - Average",9,3,0,1,1046900,"R3",829500,217400,NA,4338,0
1910,2010,"G - Good",6,2,0,1,973800,"R2",633300,340500,NA,3218.4,0
1899,2002,"A - Average",4,1,0,2,534300,"R1",338600,195700,NA,2104,0
1900,NA,"A - Average",4,1,1,5,1005200,"R1",505400,499800,NA,2817,0
2009,NA,"G - Good",10,4,3,7,964000,"R2",742900,221100,NA,2306.5,0
1915,NA,"A - Average",3,1,0,1,550900,"R1",360600,190300,NA,1580,0
1915,NA,"A - Average",3,1,1,2,624500,"R1",398500,226000,NA,1823,0
1885,NA,"A - Average",5,1,0,3,722700,"R1",490100,232600,NA,1795.5,0
1885,2006,"G - Good",3,1,0,3,778400,"R1",577100,201300,NA,1384,0
1900,1990,"G - Good",1,3,1,1,1236900,"R3",968000,268900,NA,2536.8,0
1873,1980,"A - Average",5,2,0,0,1563300,"R1",1195100,368200,NA,3949.8,0
1895,NA,"A - Average",3,1,0,0,651500,"R1",423800,227700,NA,1152.6,0
1870,NA,"F - Fair",4,2,6,15,659900,"R2",214500,445400,NA,1660.8,0
1870,2000,"G - Good",2,2,6,15,1072600,"R1",547000,525600,NA,2496,0
1900,NA,"F - Fair",4,2,1,2,572300,"R2",303400,268900,NA,2208,0
2005,NA,"G - Good",4,2,0,0,1081800,"R1",782800,299000,NA,2542.6,0
1950,NA,"A - Average",4,1,0,0,656700,"R1",316600,340100,NA,1310.4,0
1899,NA,"A - Average",9,3,0,0,956600,"R3",643600,313000,NA,3690,0
1890,2013,"G - Good",4,4,3,7,3654200,"R1",2426400,1227800,NA,3049.65,0
1880,2009,"G - Good",4,3,3,6,3892300,"R1",2586500,1305800,NA,3025.65,0
1890,NA,"A - Average",2,3,2,6,1190500,"R2",748100,442400,NA,1938,0
1933,NA,"A - Average",3,1,0,0,589400,"R1",329500,259900,NA,1353,0
1935,1962,"A - Average",4,2,0,0,800600,"R2",565100,235500,NA,2484,0
1927,2016,"G - Good",3,1,0,0,698900,"R1",460400,238500,NA,1401,0
2013,NA,"G - Good",5,3,0,0,1119100,"R1",863800,255300,NA,2985.6,0
1910,NA,"A - Average",4,2,0,1,829800,"R2",517900,311900,NA,2556,0
1885,NA,"A - Average",3,1,0,0,537200,"R1",310900,226300,NA,1324,0
1905,NA,"A - Average",8,6,2,4,1664700,"R3",1235500,429200,NA,3973,0
1914,2022,"A - Average",3,1,0,0,599000,"R1",382800,216200,NA,1568,0
1965,NA,"A - Average",5,2,0,0,847100,"R2",573700,273400,NA,2692.05,0
1930,NA,"A - Average",6,2,2,7,1328900,"R2",891200,437700,NA,3960,0
1950,2012,"G - Good",3,1,0,0,949400,"R1",659800,289600,NA,1671,0
1929,NA,"A - Average",6,2,0,1,908100,"R2",606800,301300,NA,2654,0
1905,2017,"G - Good",5,3,1,3,818900,"R3",628500,190400,NA,1944,0
1924,NA,"A - Average",6,3,1,2,813900,"R3",570800,243100,NA,3339,0
1905,2003,"A - Average",9,3,0,2,1026500,"R3",754700,271800,NA,3939,0
1966,NA,"A - Average",4,1,0,0,503200,"R1",327400,175800,NA,1500,0
1955,NA,"A - Average",3,1,0,0,541800,"R1",329000,212800,NA,1008,0
1890,NA,"A - Average",4,1,0,3,693600,"R1",391900,301700,NA,1320,0
1930,2008,"A - Average",5,2,1,6,1078000,"R2",739200,338800,NA,2528,0
1950,2010,"G - Good",3,2,0,0,770600,"R1",540000,230600,NA,992,0
1955,NA,"A - Average",3,1,0,0,439100,"R1",225900,213200,NA,864,0
1920,2020,"A - Average",6,2,0,2,833600,"R2",576400,257200,NA,2655,0
1905,2000,"A - Average",6,3,0,1,946200,"R2",669200,277000,NA,2187.2,0
1865,2013,"F - Fair",3,3,0,1,923200,"R2",558600,364600,NA,1938,0
1850,2013,"G - Good",3,2,0,1,1112800,"R1",811700,301100,NA,1452.75,0
1860,NA,"F - Fair",2,1,0,1,642800,"R1",374900,267900,NA,1160,0
1900,1980,"A - Average",5,3,1,1,1027800,"R3",786800,241000,NA,2257,0
1900,NA,"A - Average",4,1,0,0,540400,"R1",353900,186500,NA,1758,0
1960,NA,"A - Average",4,1,0,0,496200,"R1",283300,212900,NA,936,0
1933,1965,"A - Average",4,2,0,0,775100,"R2",550300,224800,NA,2184,0
1928,NA,"A - Average",4,1,0,1,432900,"R1",223200,209700,NA,2194.4,0
1950,2004,"A - Average",3,1,0,2,494200,"R1",370200,124000,NA,1468,0
1910,NA,"A - Average",5,2,0,2,585500,"R2",404400,181100,NA,2160,0
2019,NA,"G - Good",4,3,0,2,761600,"R1",612700,148900,NA,1996,0
1905,2012,"G - Good",8,3,0,1,917900,"R3",783400,134500,NA,3935,0
1900,NA,"G - Good",6,2,0,1,807900,"R2",618400,189500,NA,2450.8,0
1885,2014,"G - Good",5,2,1,1,1041300,"R1",795700,245600,NA,2327,0
1850,1985,"A - Average",5,3,1,11,3113200,"R2",2238700,874500,NA,3531.4,0
1915,2005,"A - Average",7,1,0,0,890500,"R1",661100,229400,NA,2721.6,0
1880,2008,"G - Good",5,3,1,4,1904000,"R3",1375900,528100,NA,3107.6,0
1950,NA,"A - Average",3,1,0,0,713500,"R1",331600,381900,NA,1008,0
1875,2021,"G - Good",5,3,0,0,1077400,"R1",760200,317200,NA,2040,0
1880,2014,"A - Average",3,1,0,1,1050900,"R1",685700,365200,NA,1632,0
1910,1960,"A - Average",4,2,0,0,657200,"R2",477400,179800,NA,2572,0
1885,2011,"A - Average",4,2,0,0,597300,"R2",371800,225500,NA,2260.2,0
1905,2000,"A - Average",6,3,0,1,886900,"R3",702300,184600,NA,4086,0
1890,NA,"A - Average",3,1,0,0,680900,"R1",466400,214500,NA,1704,0
1850,2008,"A - Average",6,3,1,12,2726300,"R2",1943100,783200,NA,3283.35,0
1890,NA,"A - Average",11,3,0,13,1055000,"R3",786200,268800,NA,2460,0
1890,2019,"A - Average",5,3,4,13,2362800,"R1",1675500,687300,NA,2491.4,0
1890,NA,"A - Average",6,3,4,13,2430900,"R3",1677400,753500,NA,2774.8,0
1861,2020,"G - Good",5,3,1,13,2196700,"R2",1677900,518800,NA,2144.6,0
1900,1982,"A - Average",4,3,1,12,2191700,"R3",1562300,629400,NA,2704,0
1880,2021,"A - Average",3,3,0,2,1348100,"R2",981000,367100,NA,2612,0
1890,1985,"A - Average",6,3,1,1,1289800,"R3",1063800,226000,NA,2310,0
2011,NA,"G - Good",4,2,0,0,1077900,"R1",865700,212200,NA,2641.2,0
1930,2020,"G - Good",5,2,0,0,1087500,"R1",753000,334500,NA,2513.6,0
1920,NA,"A - Average",2,1,0,0,450500,"R1",274900,175600,NA,732,0
2010,NA,"G - Good",4,2,0,0,1244200,"R1",944400,299800,NA,3067,0
2010,NA,"G - Good",9,8,0,7,1776600,"R2",1216000,560600,NA,2588,0
1890,2005,"A - Average",5,3,0,1,973500,"R2",633800,339700,NA,2032,0
1905,2005,"A - Average",5,3,0,1,1132700,"R2",765300,367400,NA,2642,0
1900,NA,"A - Average",4,2,0,1,1055800,"R2",701000,354800,NA,2789.6,0
1984,2018,"G - Good",6,3,0,2,1996300,"R3",1363700,632600,NA,3415,0
1904,1980,"G - Good",4,2,0,0,1231000,"R1",990400,240600,NA,2470.8,0
1910,NA,"A - Average",6,2,1,2,777800,"R2",496700,281100,NA,2501.6,0
1910,NA,"A - Average",5,1,2,2,613100,"R1",396600,216500,NA,1679.6,0
1923,1981,"A - Average",3,1,0,0,578700,"R1",385300,193400,NA,1335,0
1900,NA,"A - Average",3,1,0,1,410100,"R1",273900,136200,NA,1750.8,0
1930,NA,"A - Average",6,2,1,1,901700,"R2",644000,257700,NA,3397.2,0
1899,2018,"G - Good",3,2,0,1,1411400,"R1",1087800,323600,NA,2820,0
1930,NA,"A - Average",4,2,0,0,747000,"R2",491800,255200,NA,2311,0
1890,1991,"G - Good",9,3,0,0,2069500,"R3",1802900,266600,NA,4008,0
1890,2019,"A - Average",4,2,0,0,1110300,"R1",843900,266400,NA,2215,0
1890,2011,"G - Good",3,3,0,0,1440600,"R1",1141700,298900,NA,2734,0
2000,NA,"G - Good",3,2,0,0,791200,"R1",611500,179700,NA,1666,0
1925,1996,"A - Average",3,1,0,0,702300,"R1",476000,226300,NA,1521,0
1929,1984,"A - Average",3,1,0,0,757500,"R1",533300,224200,NA,1725,0
1920,2002,"A - Average",10,5,1,4,1406700,"R2",1028600,378100,NA,3229.2,0
1920,1997,"A - Average",5,2,1,4,1155600,"R2",783100,372500,NA,2674,0
1900,2020,"G - Good",6,3,0,0,1626100,"R3",1295900,330200,NA,2315,0
1992,NA,"G - Good",3,2,0,0,1125100,"R1",799400,325700,NA,1537.75,0
1890,2001,"A - Average",6,3,0,0,853000,"R3",642800,210200,NA,2529,0
1910,NA,"A - Average",4,2,1,1,883900,"R2",479800,404100,NA,2343,0
1860,NA,"A - Average",5,2,0,12,3754100,"R1",2418800,1335300,NA,4530,0
1960,2022,"A - Average",2,2,0,0,497500,"R1",339300,158200,NA,1075.2,0
1867,1996,"A - Average",5,2,0,2,900800,"R2",737400,163400,NA,2448,0
1920,NA,"A - Average",4,2,0,0,682100,"R2",467300,214800,NA,2324,0
1905,2015,"A - Average",6,3,0,1,1258000,"R3",989800,268200,NA,3513,0
2004,NA,"G - Good",3,2,0,1,707300,"R1",531300,176000,NA,1344,0
1910,NA,"A - Average",4,4,4,11,2102700,"R3",1579900,522800,NA,2669.05,0
1960,2012,"G - Good",3,2,0,1,801300,"R1",569600,231700,NA,1305.6,0
1930,NA,"A - Average",4,1,0,3,676000,"R1",469300,206700,NA,1584,0
1917,1993,"A - Average",6,3,1,2,835400,"R3",575800,259600,NA,3108,0
1880,NA,"A - Average",3,1,1,2,452800,"R1",299600,153200,NA,1842,0
1937,NA,"A - Average",4,2,0,0,555500,"R2",326100,229400,NA,1680,0
1900,NA,"A - Average",3,2,1,2,530400,"R1",341300,189100,NA,1272,0
1905,NA,"A - Average",6,3,1,2,1016900,"R3",728400,288500,NA,3924,0
1920,1960,"A - Average",8,2,1,1,830900,"R2",578900,252000,NA,3265.2,0
1860,2021,"A - Average",3,2,0,1,1578400,"R1",1056600,521800,NA,1997,0
1860,1983,"A - Average",3,3,0,12,3266400,"R3",2233300,1033100,NA,3889,0
1860,NA,"A - Average",3,1,0,0,739100,"R1",456400,282700,NA,1500,0
1875,2001,"G - Good",3,1,0,0,1016400,"R1",776200,240200,NA,1598,0
1860,1985,"A - Average",4,3,0,14,3620900,"R1",2452400,1168500,NA,3936.4,0
1882,2016,"G - Good",4,4,1,13,4315800,"R1",3068000,1247800,NA,3432.9,0
1890,NA,"A - Average",2,1,0,13,466100,"R1",297100,169000,NA,1071.5,0
1855,2014,"E - Excellent",4,3,2,13,2978800,"R1",2473200,505600,NA,2446.7,0
1860,2018,"E - Excellent",4,4,0,13,3804500,"R1",2926300,878200,NA,2510.1,0
1890,2002,"A - Average",5,3,3,11,2321600,"R3",1676300,645300,NA,2895,0
1870,2018,"G - Good",3,3,3,11,3000700,"R1",2022100,978600,NA,2470.8,0
1890,2010,"G - Good",4,2,4,13,2575800,"R1",1867500,708300,NA,2491.4,0
1875,1985,"A - Average",4,3,4,10,1789400,"R3",1358100,431300,NA,2202.5,0
1890,2017,"E - Excellent",3,2,4,11,2373900,"R1",1939700,434200,NA,1962.25,0
1870,2000,"A - Average",5,4,2,6,3448700,"R3",1923400,1525300,NA,3674,0
1890,NA,"A - Average",4,3,5,15,1548000,"R3",1175700,372300,NA,3416.05,0
1920,2014,"A - Average",3,2,0,0,871800,"R1",593400,278400,NA,2998.8,0
2017,NA,"G - Good",3,2,0,0,767800,"R1",591000,176800,NA,2144,0
2021,NA,"G - Good",4,2,0,0,387100,"R1",246800,140300,NA,2856,0
1900,NA,"F - Fair",8,3,1,1,854900,"R3",605000,249900,NA,3219,0
1900,NA,"A - Average",4,3,0,0,935000,"R3",654500,280500,NA,2470.8,0
