"yr_built","yr_remodel","overall_cond","bed_rms","full_bth","num_stops_0.25","num_stops_0.50","total_value","lu","bldg_value","land_value","res_units","living_area","condo"
1910,NA,"A - Average",6,1,0,2,663500,"R1",499000,164500,NA,2194.8,0
1905,NA,"A - Average",6,3,1,1,761600,"R3",506900,254700,NA,3132,0
1915,1976,"A - Average",8,3,0,2,768600,"R3",520900,247700,NA,3708,0
1895,1999,"A - Average",3,1,1,1,895200,"R1",610700,284500,NA,2939.8,0
1875,2001,"A - Average",4,1,0,1,1308800,"R1",896700,412100,NA,2616,0
1870,NA,"A - Average",6,3,0,1,1026400,"R3",762900,263500,NA,2775,0
1890,NA,"A - Average",3,1,0,0,930000,"R1",636000,294000,NA,1512,0
1995,NA,"G - Good",4,2,0,0,829300,"R1",632000,197300,NA,1372,0
1910,2006,"A - Average",5,3,0,0,1275500,"R3",1024500,251000,NA,2223,0
2000,NA,"A - Average",2,1,0,1,648000,"R1",406000,242000,NA,1092,0
1890,1989,"A - Average",6,3,0,1,1553300,"R3",1275300,278000,NA,2625,0
1890,NA,"A - Average",8,3,0,0,1217400,"R3",939100,278300,NA,3412,0
2009,NA,"G - Good",4,3,0,2,1234500,"R1",984600,249900,NA,2376.1,0
1915,NA,"A - Average",6,3,2,3,698400,"R3",462400,236000,NA,2976,0
2001,NA,"G - Good",11,3,2,3,1322700,"R3",1061400,261300,NA,3915.6,0
1900,2017,"A - Average",5,3,0,0,1720300,"R2",1218800,501500,NA,3077,0
1900,2011,"A - Average",6,3,0,1,1080100,"R3",817700,262400,NA,2979,0
1890,2002,"G - Good",3,2,0,0,941200,"R1",691900,249300,NA,1080,0
1925,NA,"A - Average",4,2,0,0,708200,"R2",488800,219400,NA,1950,0
1901,NA,"G - Good",4,3,0,0,1591400,"R1",1217600,373800,NA,4106.4,0
1954,2007,"A - Average",3,1,0,0,687200,"R1",444300,242900,NA,1508,0
1940,2005,"A - Average",3,1,0,0,547700,"R1",329000,218700,NA,1075.2,0
1895,2022,"A - Average",5,1,0,0,1673400,"R1",1193300,480100,NA,4543.9,0
1920,2003,"A - Average",7,3,0,1,1199900,"R3",996100,203800,NA,2730,0
2013,NA,"E - Excellent",3,2,0,0,1708600,"R1",1482400,226200,NA,2138,0
1890,1986,"F - Fair",4,3,1,13,1888400,"R2",1246100,642300,NA,2397.4,0
1900,2020,"G - Good",3,3,0,1,1084300,"R1",811900,272400,NA,1410,0
1900,1992,"A - Average",4,3,1,1,912400,"R3",593900,318500,NA,2991,0
1900,NA,"A - Average",6,3,1,1,887000,"R3",645900,241100,NA,3249,0
1890,2003,"G - Good",4,2,0,0,868800,"R1",620400,248400,NA,1314,0
1928,NA,"A - Average",6,3,0,1,1365900,"R2",822700,543200,NA,3037.5,0
1905,1987,"G - Good",7,4,0,1,1569300,"R3",1068500,500800,NA,3485,0
1910,2020,"G - Good",3,1,0,1,1081300,"R1",745600,335700,NA,1776,0
1888,NA,"A - Average",3,1,0,1,938100,"R1",589600,348500,NA,1996.8,0
1900,2013,"A - Average",5,2,1,1,1221600,"R2",807800,413800,NA,2880,0
1920,NA,"A - Average",4,2,1,1,1039800,"R2",607600,432200,NA,2724,0
1880,2001,"A - Average",4,2,0,0,566500,"R2",370900,195600,NA,1984,0
1910,NA,"A - Average",11,3,0,0,1956000,"R3",1529700,426300,NA,5053.6,0
1890,2020,"G - Good",2,2,0,1,1277700,"R2",1000500,277200,NA,1914,0
1890,2006,"E - Excellent",3,2,1,12,3001300,"R1",2318100,683200,NA,2338.4,0
1905,NA,"A - Average",6,3,0,2,1406300,"R3",1012600,393700,NA,3462,0
1930,NA,"F - Fair",3,1,0,0,402800,"R1",130500,272300,NA,1680,0
1900,NA,"A - Average",6,2,0,2,553800,"R2",337200,216600,NA,1761,0
1899,1996,"A - Average",5,2,0,0,720500,"R2",575500,145000,NA,2600,0
1905,2002,"A - Average",4,3,0,1,1555700,"R3",1190100,365600,NA,2856.3,0
1910,NA,"A - Average",2,1,0,0,867200,"R1",492900,374300,NA,1674,0
1880,NA,"A - Average",2,3,0,2,1023300,"R3",603500,419800,NA,2705.8,0
1880,NA,"A - Average",4,2,0,2,904900,"R2",580100,324800,NA,2419.2,0
1890,NA,"A - Average",6,3,1,1,1877600,"R3",1186300,691300,NA,3992.8,0
1925,NA,"A - Average",3,1,0,0,600800,"R1",381400,219400,NA,1386,0
1860,2011,"G - Good",4,4,0,3,1294500,"R1",1028400,266100,NA,2701.2,0
1950,2005,"A - Average",4,2,0,3,627900,"R2",432400,195500,NA,1715,0
1905,NA,"A - Average",9,3,0,0,862000,"R3",433800,428200,NA,4134,0
1880,2022,"G - Good",5,3,0,1,1162000,"R2",745900,416100,NA,2168,0
1880,2009,"A - Average",3,1,0,1,1104300,"R1",714600,389700,NA,2078,0
1920,2020,"A - Average",6,2,0,0,777200,"R2",556700,220500,NA,2658.4,0
1885,NA,"A - Average",3,3,0,0,545900,"R2",298700,247200,NA,3193.9,0
1890,NA,"A - Average",3,2,0,0,885600,"R2",635800,249800,NA,1515.2,0
1900,2007,"A - Average",3,3,0,2,770600,"R3",534900,235700,NA,2728,0
1900,NA,"A - Average",4,2,0,2,633700,"R2",412400,221300,NA,1576,0
1900,NA,"G - Good",3,2,0,2,668800,"R1",502500,166300,NA,1346.4,0
1890,2011,"G - Good",5,4,0,13,4071400,"R2",2771400,1300000,NA,3980.6,0
1890,2017,"G - Good",8,5,0,13,3959800,"R3",2523800,1436000,NA,3880.6,0
1890,2014,"G - Good",4,3,0,0,1087800,"R2",779200,308600,NA,1736,0
1890,2000,"G - Good",5,3,0,0,1247500,"R3",1012900,234600,NA,2061,0
1910,NA,"A - Average",8,3,0,0,1389200,"R3",1136600,252600,NA,2808,0
1890,2020,"G - Good",2,2,0,0,853200,"R1",597000,256200,NA,1088,0
1890,1992,"A - Average",5,3,0,0,988900,"R3",765100,223800,NA,2275,0
1900,2022,"G - Good",4,2,0,1,1240600,"R1",999300,241300,NA,2146,0
1900,NA,"A - Average",3,1,0,1,773600,"R1",486000,287600,NA,1727.2,0
1890,2009,"G - Good",3,3,1,12,2937100,"R1",2123900,813200,NA,2610.7,0
1910,2004,"G - Good",4,2,1,12,3076000,"R1",2245400,830600,NA,3283.35,0
1890,1994,"E - Excellent",5,4,1,12,5261200,"R1",4073700,1187500,NA,3513.45,0
1900,NA,"F - Fair",3,2,0,0,807900,"R2",330700,477200,NA,2162.2,0
1910,NA,"A - Average",6,2,0,0,882900,"R2",644800,238100,NA,3277.4,0
1948,2014,"A - Average",4,2,0,1,1041300,"R2",728400,312900,NA,2512,0
1890,2011,"G - Good",7,3,4,12,271108,"RC",87237,183871,NA,2996.35,0
1910,NA,"A - Average",4,2,0,1,928000,"R2",645900,282100,NA,2840.4,0
1890,NA,"A - Average",4,2,0,2,1073600,"R1",728300,345300,NA,2120,0
1886,2016,"A - Average",2,2,0,0,988500,"R3",752200,236300,NA,3104.4,0
1900,NA,"F - Fair",6,3,0,0,557000,"R3",359800,197200,NA,3795,0
1890,NA,"A - Average",7,3,0,2,973300,"R3",672000,301300,NA,3643.1,0
1930,2005,"A - Average",5,1,0,1,924500,"R1",575000,349500,NA,1977.6,0
1885,NA,"A - Average",5,2,0,1,1236800,"R2",791600,445200,NA,2780.4,0
1920,2003,"A - Average",4,2,0,3,1073100,"R2",694400,378700,NA,2734,0
1883,2018,"G - Good",4,3,0,2,1459200,"R1",1154700,304500,NA,3391,0
1963,NA,"A - Average",3,1,0,0,563100,"R1",280900,282200,NA,1445,0
1890,NA,"A - Average",5,5,4,13,2497800,"R3",1878200,619600,NA,3096.8,0
1890,1960,"A - Average",6,5,6,13,1453900,"R3",1093300,360600,NA,3337.8,0
1940,NA,"A - Average",4,2,1,1,1013200,"R2",726900,286300,NA,3605,0
1905,2007,"G - Good",5,3,0,0,864400,"R2",660300,204100,NA,2272,0
1880,NA,"A - Average",5,2,0,0,767400,"R1",559300,208100,NA,3200,0
1850,1998,"A - Average",5,4,0,13,3573900,"R2",2184900,1389000,NA,3974.6,0
1885,1994,"A - Average",3,3,0,1,893200,"R3",627500,265700,NA,1596,0
1890,NA,"A - Average",4,1,0,1,889500,"R1",662600,226900,NA,1755,0
1890,1983,"A - Average",3,3,4,12,1599900,"R3",1152400,447500,NA,1836,0
1925,2013,"G - Good",6,3,0,0,983100,"R3",727100,256000,NA,3277.8,0
1915,1978,"A - Average",5,2,0,0,694100,"R2",472100,222000,NA,2188,0
1920,2007,"G - Good",6,4,0,0,1050500,"R3",818100,232400,NA,3666,0
1924,NA,"A - Average",6,3,0,0,759800,"R3",544500,215300,NA,3666,0
1950,2009,"A - Average",2,1,0,0,498400,"R1",287900,210500,NA,1336,0
1920,NA,"A - Average",4,2,0,0,938100,"R2",604600,333500,NA,2508,0
1890,1995,"G - Good",3,3,0,0,1470800,"R3",1228400,242400,NA,3291.75,0
1905,2018,"A - Average",6,3,0,0,1830100,"R3",1409800,420300,NA,3906,0
1899,2016,"A - Average",6,3,0,1,1685700,"R3",1283000,402700,NA,3989.75,0
1880,2000,"A - Average",4,1,0,1,968200,"R1",636100,332100,NA,1488,0
1860,2019,"G - Good",2,2,0,1,928800,"R1",670300,258500,NA,929.9,0
1910,NA,"A - Average",3,1,0,0,519500,"R1",246700,272800,NA,1808,0
1900,NA,"A - Average",4,3,0,0,689400,"R2",361900,327500,NA,2587.2,0
2009,NA,"G - Good",4,2,0,0,1064400,"R1",850500,213900,NA,2638.8,0
1930,2020,"G - Good",3,1,0,0,696600,"R1",505400,191200,NA,1714.8,0
1935,NA,"A - Average",4,2,0,0,789900,"R2",558400,231500,NA,2368,0
1920,NA,"A - Average",2,1,0,0,452800,"R1",260600,192200,NA,1000,0
2015,NA,"G - Good",4,3,0,0,1447300,"R1",1030700,416600,NA,3733.6,0
1900,2014,"G - Good",4,2,1,2,1180800,"R1",928000,252800,NA,1996.2,0
1930,2004,"G - Good",3,2,0,0,844600,"R1",636500,208100,NA,1366,0
1920,NA,"A - Average",4,1,0,0,697600,"R1",489800,207800,NA,1366,0
1875,2021,"E - Excellent",2,3,1,10,3023400,"R1",2359900,663500,NA,2275.2,0
1890,2018,"G - Good",3,3,1,10,2362300,"R1",1814200,548100,NA,2138.4,0
1899,2022,"E - Excellent",3,3,0,14,4414300,"R1",3393800,1020500,NA,3370.4,0
1950,NA,"A - Average",4,2,1,3,613200,"R2",418700,194500,NA,1750,0
1950,NA,"A - Average",5,2,1,3,645400,"R2",452600,192800,NA,2152,0
1950,NA,"A - Average",6,2,0,3,583700,"R2",384800,198900,NA,1760,0
1905,NA,"A - Average",6,3,0,1,987900,"R3",769300,218600,NA,3690,0
1900,2017,"A - Average",7,3,0,0,750200,"R2",5e+05,250200,NA,3587.2,0
1890,2000,"G - Good",3,3,0,0,1389700,"R3",1128700,261000,NA,2237,0
1900,2021,"G - Good",8,5,0,2,392100,"R2",303500,88600,NA,3191,0
1890,2015,"E - Excellent",4,3,0,13,4519800,"R1",3031100,1488700,NA,3384,0
1912,NA,"A - Average",2,2,0,0,615600,"R1",394600,221000,NA,1488,0
1912,2015,"A - Average",3,2,0,1,907300,"R2",590200,317100,NA,1700,0
2017,NA,"G - Good",4,2,0,0,1389400,"R1",1086200,303200,NA,2939.2,0
1885,1995,"A - Average",3,2,0,0,570700,"R1",336700,234000,NA,1804,0
1930,2012,"A - Average",4,2,0,0,947900,"R2",675300,272600,NA,2184,0
1860,2004,"A - Average",8,4,0,1,1945100,"R3",1612200,332900,NA,4104,0
1986,NA,"A - Average",2,1,0,1,604800,"R1",320200,284600,NA,800,0
1890,2022,"A - Average",3,2,1,13,2052100,"R1",1534100,518000,NA,2138.4,0
1890,2007,"E - Excellent",4,2,0,14,4123100,"R1",3207900,915200,NA,2982.1,0
1890,2013,"E - Excellent",6,3,1,13,3398100,"R2",2569500,828600,NA,2701.8,0
1950,NA,"A - Average",5,2,0,0,840500,"R2",486700,353800,NA,2392,0
1900,NA,"G - Good",4,1,2,3,632200,"R1",413300,218900,NA,1440,0
1905,2015,"G - Good",6,3,2,2,1050300,"R3",820700,229600,NA,2826,0
1924,2018,"A - Average",3,2,0,1,697900,"R1",471900,226000,NA,1224,0
1950,NA,"A - Average",4,3,0,0,1078800,"R1",642500,436300,NA,2571.4,0
1929,2010,"A - Average",6,2,0,0,830900,"R2",585700,245200,NA,2640,0
1920,2017,"A - Average",5,2,2,2,800100,"R2",528200,271900,NA,2377.2,0
1950,NA,"A - Average",5,2,0,0,813700,"R2",508200,305500,NA,2392,0
2006,NA,"G - Good",3,2,0,0,631100,"R1",494400,136700,NA,1816.4,0
2006,NA,"G - Good",5,4,0,0,819600,"R2",630600,189000,NA,2652,0
1890,2012,"G - Good",4,4,6,14,1971000,"R3",1275500,695500,NA,3000.5,0
1899,2019,"G - Good",11,6,1,1,1150500,"R3",962600,187900,NA,2995.2,0
1905,NA,"A - Average",7,3,0,0,811500,"R3",567500,244000,NA,4176,0
1905,1980,"A - Average",5,2,0,0,1491900,"R2",1141000,350900,NA,3201,0
1890,NA,"A - Average",5,1,0,0,1129300,"R1",775400,353900,NA,2106.15,0
1905,1980,"A - Average",6,3,0,0,1603300,"R3",1205100,398200,NA,3846,0
1900,2013,"G - Good",3,1,0,0,616900,"R1",426600,190300,NA,1300,0
1950,NA,"A - Average",3,1,0,0,469000,"R1",269200,199800,NA,1040,0
1900,1996,"A - Average",8,3,0,0,1286400,"R3",937300,349100,NA,4039,0
1850,1975,"A - Average",3,1,0,0,673000,"R1",346400,326600,NA,1834,0
1900,NA,"A - Average",6,3,0,1,780600,"R3",575200,205400,NA,2961.4,0
1900,NA,"A - Average",6,2,0,1,828500,"R2",538700,289800,NA,3480.8,0
1860,2016,"G - Good",5,4,0,13,3732600,"R2",2701400,1031200,NA,4172.1,0
1890,NA,"A - Average",7,3,0,1,1280900,"R3",934700,346200,NA,4134.9,0
1890,2002,"A - Average",3,2,0,0,534300,"R2",322800,211500,NA,2093,0
1899,NA,"A - Average",9,3,1,2,1108300,"R3",811600,296700,NA,4017,0
1880,2020,"G - Good",3,3,0,2,1679100,"R1",1374800,304300,NA,2772,0
1885,2023,"G - Good",4,2,0,1,1457400,"R1",1093600,363800,NA,2298,0
1875,2013,"A - Average",3,3,0,1,1245800,"R1",842200,403600,NA,2032,0
1880,2010,"G - Good",5,3,0,2,1564800,"R2",1104000,460800,NA,2719,0
1885,2018,"E - Excellent",6,6,0,1,2385900,"R3",2055700,330200,NA,3963,0
1870,2013,"G - Good",4,2,0,1,1649600,"R1",1273600,376000,NA,2263.7,0
1950,NA,"A - Average",5,2,0,0,774300,"R2",467000,307300,NA,2392,0
1920,2021,"A - Average",6,2,2,3,847600,"R2",537800,309800,NA,2437.2,0
1920,1998,"A - Average",4,1,2,3,628000,"R1",395300,232700,NA,2125,0
1933,NA,"A - Average",6,2,0,1,875400,"R2",605400,270000,NA,2520,0
1929,2017,"A - Average",4,1,0,0,879300,"R1",499000,380300,NA,1992,0
1950,NA,"A - Average",5,2,0,0,804300,"R2",503400,300900,NA,2392,0
1900,NA,"A - Average",4,1,1,3,689800,"R1",336600,353200,NA,1873,0
1906,2022,"A - Average",8,3,0,1,1699400,"R3",1171100,528300,NA,3890.2,0
1950,NA,"A - Average",3,1,0,0,514100,"R1",308800,205300,NA,960,0
1900,2018,"A - Average",3,1,0,0,646600,"R1",458300,188300,NA,1695.6,0
1989,NA,"A - Average",6,2,1,1,747000,"R2",565600,181400,NA,1867.2,0
2010,NA,"G - Good",2,1,0,4,254600,"R1",185858,68742,NA,1684.4,0
1950,2014,"A - Average",3,2,0,0,637500,"R1",356400,281100,NA,1100,0
1920,NA,"A - Average",5,3,0,1,884900,"R2",634900,250000,NA,2649,0
1874,2003,"A - Average",3,2,0,5,1078300,"R1",605800,472500,NA,2849.2,0
1890,2006,"A - Average",4,2,0,1,896600,"R2",599600,297000,NA,2637,0
1920,NA,"A - Average",4,2,0,0,569900,"R2",411300,158600,NA,2440,0
1905,2017,"G - Good",8,3,0,2,1033500,"R2",785400,248100,NA,3867,0
2011,NA,"G - Good",4,2,0,0,1089200,"R1",836900,252300,NA,2368,0
1865,2019,"A - Average",4,2,0,1,1157000,"R1",868900,288100,NA,2019.6,0
1955,2000,"A - Average",3,1,0,0,589600,"R1",389800,199800,NA,1420.8,0
1983,NA,"A - Average",2,1,0,0,603100,"R1",339400,263700,NA,2056,0
1998,NA,"A - Average",3,2,0,0,466800,"R1",275900,190900,NA,1508,0
1998,NA,"A - Average",4,2,0,0,540800,"R1",394784,146016,NA,1634,0
2012,NA,"G - Good",9,4,0,0,1354700,"R3",1125300,229400,NA,4767,0
1900,2022,"G - Good",8,6,0,0,830300,"R2",574000,256300,NA,3296.8,0
1920,NA,"A - Average",4,2,0,1,650100,"R1",439500,210600,NA,2330.6,0
2010,NA,"G - Good",6,3,0,5,3183800,"R3",2369700,814100,NA,6937.2,0
1905,NA,"A - Average",12,5,0,5,1912600,"R3",1213500,699100,NA,3907.2,0
1925,1984,"A - Average",3,2,0,0,952600,"R1",673100,279500,NA,1888,0
1910,2009,"A - Average",5,3,0,3,704600,"R3",491100,213500,NA,2817.6,0
2009,2009,"G - Good",6,4,0,1,1520200,"R2",1234700,285500,NA,3870,0
2006,NA,"G - Good",3,2,1,1,849700,"R1",677300,172400,NA,1624,0
2015,NA,"G - Good",2,2,1,1,849200,"R1",670900,178300,NA,1638,0
2010,NA,"G - Good",3,1,0,3,269500,"R1",196735,72765,NA,1780,0
2009,NA,"G - Good",4,2,0,2,391000,"R1",285430,105570,NA,1390,0
2009,NA,"G - Good",3,1,0,2,391000,"R1",285430,105570,NA,1394,0
2009,NA,"G - Good",3,1,0,2,663900,"R1",447000,216900,NA,1508,0
2009,NA,"G - Good",3,2,0,1,1191300,"R1",955200,236100,NA,2038.4,0
2010,NA,"G - Good",2,1,0,3,242400,"R1",176952,65448,NA,1684.4,0
1905,1993,"A - Average",7,3,0,0,708500,"R2",467000,241500,NA,2919.9,0
1910,NA,"A - Average",5,2,0,0,559500,"R1",355200,204300,NA,2891.4,0
1964,NA,"A - Average",3,1,2,3,586600,"R1",353700,232900,NA,1564,0
1900,2004,"A - Average",7,3,0,0,1788100,"R3",1324400,463700,NA,3117,0
1875,2017,"G - Good",4,4,4,12,3174200,"R1",2422800,751400,NA,3415.35,0
1910,2017,"G - Good",4,5,0,0,1805500,"R2",1416500,389000,NA,3292,0
1890,NA,"A - Average",4,1,0,0,672200,"R1",394000,278200,NA,1102,0
1955,2014,"G - Good",3,1,0,0,668000,"R1",461800,206200,NA,1075.2,0
1925,NA,"A - Average",3,1,0,1,860000,"R1",526300,333700,NA,1977.3,0
1895,NA,"A - Average",4,3,0,1,1190900,"R2",787200,403700,NA,2876.1,0
1890,NA,"A - Average",6,2,0,0,913500,"R1",683300,230200,NA,1800,0
1920,2011,"A - Average",5,3,0,0,689300,"R2",452100,237200,NA,2838.4,0
1900,NA,"A - Average",3,2,1,2,1026600,"R2",634900,391700,NA,2260.6,0
1910,2017,"G - Good",3,2,0,0,847600,"R1",636400,211200,NA,1608,0
2008,NA,"G - Good",4,2,0,0,1019600,"R1",830600,189000,NA,2486,0
2012,NA,"G - Good",4,2,0,0,1000300,"R1",785500,214800,NA,2513,0
1900,NA,"G - Good",2,2,0,1,1335800,"R1",998900,336900,NA,1830,0
1989,NA,"A - Average",6,6,1,7,1846300,"R3",1332500,513800,NA,4990.6,0
2012,NA,"G - Good",3,3,0,2,1802500,"R1",1292500,510000,NA,1748,0
1910,2010,"A - Average",3,2,0,0,1292700,"R1",877600,415100,NA,1472.2,0
1899,2017,"E - Excellent",4,4,1,11,3333400,"R1",2175200,1158200,NA,2468,0
2000,NA,"G - Good",3,2,0,0,1945800,"R1",1432600,513200,NA,2400,0
1865,NA,"A - Average",5,3,0,0,1127400,"R3",711100,416300,NA,2528,0
1900,NA,"A - Average",6,3,0,0,1024200,"R3",776400,247800,NA,2933,0
1865,2000,"A - Average",4,2,0,1,1905600,"R1",1410500,495100,NA,3489,0
1950,NA,"A - Average",3,1,0,0,571400,"R1",354400,217000,NA,962,0
1930,1980,"A - Average",6,3,0,0,887300,"R3",559700,327600,NA,3399,0
1935,NA,"A - Average",3,2,0,0,553900,"R1",315700,238200,NA,1468.8,0
2014,NA,"G - Good",3,3,0,0,1541800,"R1",1203200,338600,NA,3288,0
1885,NA,"A - Average",4,1,0,0,940200,"R1",550600,389600,NA,1638,0
1890,2020,"G - Good",6,3,0,0,1739400,"R1",1267800,471600,NA,2927,0
1890,2021,"G - Good",4,5,0,0,2411800,"R1",1899900,511900,NA,4596.6,0
1905,NA,"A - Average",6,3,0,0,880300,"R3",494800,385500,NA,3488,0
1897,1980,"A - Average",4,1,0,0,503900,"R1",222500,281400,NA,2439.4,0
1865,2005,"A - Average",5,3,1,9,3354600,"R2",1852700,1501900,NA,3332.6,0
1890,2020,"G - Good",5,2,0,0,1151700,"R2",909700,242000,NA,1680.75,0
1890,NA,"A - Average",6,2,0,0,1274900,"R2",1038900,236000,NA,2652.75,0
1890,NA,"A - Average",4,2,0,0,744900,"R1",539200,205700,NA,1540,0
1984,NA,"G - Good",2,1,0,0,694900,"R1",502400,192500,NA,780,0
1910,NA,"A - Average",2,1,0,1,812600,"R1",431700,380900,NA,1244,0
1999,2000,"A - Average",4,2,0,1,906400,"R1",603900,302500,NA,1620,0
1890,1985,"A - Average",4,2,0,1,1026800,"R2",757800,269000,NA,1932,0
1920,NA,"A - Average",4,2,1,3,785000,"R2",510100,274900,NA,2006,0
1900,1995,"A - Average",4,2,2,3,771800,"R2",498900,272900,NA,3201.6,0
2005,NA,"G - Good",4,2,0,0,792700,"R1",592900,199800,NA,1937,0
1900,2019,"A - Average",3,2,0,0,324200,"R1",219700,104500,NA,1408,0
1905,2003,"G - Good",11,3,0,0,1125200,"R3",934700,190500,NA,5158.2,0
1963,NA,"A - Average",3,1,0,0,504200,"R1",310200,194000,NA,1568,0
1965,NA,"A - Average",3,1,0,0,612100,"R1",380500,231600,NA,1628,0
1900,NA,"F - Fair",4,1,0,0,434400,"R1",199200,235200,NA,1637,0
1910,2012,"A - Average",2,1,0,0,888500,"R1",581600,306900,NA,1603,0
2016,NA,"G - Good",4,3,0,0,855000,"R1",675800,179200,NA,1886,0
1933,NA,"A - Average",4,2,0,0,612300,"R1",426600,185700,NA,1713.8,0
1960,NA,"A - Average",3,2,0,0,542100,"R1",356800,185300,NA,1353.6,0
1957,1983,"A - Average",5,1,0,0,538400,"R1",375800,162600,NA,1344,0
1926,NA,"A - Average",3,1,1,1,926300,"R1",607500,318800,NA,1772,0
1930,NA,"A - Average",3,1,1,1,938000,"R1",627600,310400,NA,1820,0
1935,2021,"A - Average",4,3,0,2,717500,"R2",477000,240500,NA,3210.8,0
1900,NA,"A - Average",4,3,0,0,707000,"R3",455300,251700,NA,2623,0
1920,2010,"A - Average",5,3,0,1,1064600,"R3",753700,310900,NA,2412,0
2012,NA,"G - Good",3,3,0,2,1811400,"R1",1283300,528100,NA,2148,0
1890,2016,"G - Good",4,3,3,13,4688800,"R2",3206300,1482500,NA,4338.9,0
1890,NA,"A - Average",6,3,2,6,1675800,"R3",1108900,566900,NA,2700,0
1890,NA,"A - Average",4,3,1,5,1308900,"R3",910600,398300,NA,2682,0
1900,2015,"A - Average",6,2,0,0,1087100,"R2",729100,358000,NA,2400,0
1962,NA,"A - Average",3,1,0,0,521000,"R1",346000,175000,NA,880,0
1920,1950,"A - Average",3,1,0,0,570300,"R1",323500,246800,NA,1310.4,0
1890,NA,"G - Good",6,3,0,0,1238500,"R3",1009800,228700,NA,2160,0
1899,NA,"A - Average",5,3,0,0,1568100,"R3",1201200,366900,NA,3019.15,0
2009,NA,"G - Good",8,4,1,4,2092400,"R2",1512000,580400,NA,3855.6,0
1925,2005,"A - Average",2,1,0,0,587100,"R1",323900,263200,NA,1408,0
1890,NA,"A - Average",3,1,0,1,545600,"R1",334400,211200,NA,1056,0
1899,2009,"G - Good",4,3,1,8,3765200,"R1",2192900,1572300,NA,3798.75,0
1890,2005,"A - Average",5,1,1,9,2518700,"R1",1015300,1503400,NA,1705.65,0
1970,2004,"G - Good",3,1,0,3,361300,"R1",263749,97551,NA,1782.2,0
1905,2018,"G - Good",12,6,1,3,1563800,"R3",1356700,207100,NA,4152,0
1925,NA,"A - Average",6,3,0,0,1118900,"R3",659000,459900,NA,3732,0
2011,NA,"A - Average",2,2,1,1,605900,"R1",445500,160400,NA,1392,0
2006,2017,"G - Good",3,2,1,1,850800,"R1",677300,173500,NA,1624,0
2010,NA,"G - Good",2,1,0,3,204500,"R1",149285,55215,NA,1684.4,0
2010,NA,"G - Good",3,1,0,3,269500,"R1",196735,72765,NA,1780,0
2010,NA,"G - Good",3,1,0,3,269500,"R1",196735,72765,NA,1564,0
1959,2000,"A - Average",4,3,0,0,676500,"R1",507100,169400,NA,1976,0
1915,NA,"A - Average",6,3,2,3,808500,"R3",552900,255600,NA,2868,0
1860,2009,"A - Average",3,2,0,11,2704500,"R1",1692000,1012500,NA,2971.8,0
1987,NA,"A - Average",2,1,0,1,863100,"R1",530300,332800,NA,1326,0
1890,2013,"A - Average",3,3,1,12,2600000,"R2",1831200,768800,NA,2610.7,0
1928,2007,"A - Average",6,3,1,1,1574100,"R3",1058200,515900,NA,3483,0
1915,2000,"A - Average",5,3,0,1,1279800,"R3",901300,378500,NA,3837,0
1880,NA,"A - Average",4,1,0,1,553800,"R1",302000,251800,NA,1612,0
1899,1987,"A - Average",4,2,0,0,1259700,"R3",851500,408200,NA,4311,0
2011,NA,"G - Good",4,2,0,0,1282500,"R1",1034300,248200,NA,2822.4,0
1925,1992,"G - Good",3,1,0,0,630200,"R1",420300,209900,NA,1369.2,0
1850,NA,"A - Average",2,2,0,1,697700,"R1",466700,231000,NA,884,0
2019,NA,"E - Excellent",2,4,0,0,691300,"R1",529400,161900,NA,1335,0
2011,NA,"G - Good",4,2,0,0,1091600,"R1",803600,288000,NA,2540,0
1940,NA,"A - Average",4,2,1,2,586200,"R1",353700,232500,NA,1475,0
2009,NA,"G - Good",4,2,0,0,783800,"R1",605700,178100,NA,2352,0
1987,NA,"G - Good",3,1,0,0,554100,"R1",384100,170000,NA,1389.6,0
1905,1992,"A - Average",9,3,0,0,930500,"R3",637400,293100,NA,5550,0
1989,2008,"A - Average",4,1,0,0,603100,"R1",422800,180300,NA,1640,0
2010,NA,"G - Good",4,2,0,0,1113500,"R1",826500,287000,NA,2517,0
2010,NA,"G - Good",4,2,0,0,1081900,"R1",798600,283300,NA,2524,0
1910,NA,"A - Average",6,3,0,1,1582100,"R3",1050400,531700,NA,4608,0
1890,2006,"G - Good",4,3,0,0,1461000,"R1",1065000,396000,NA,2236.5,0
1985,NA,"A - Average",2,1,0,0,677200,"R1",410000,267200,NA,800,0
1920,2002,"A - Average",5,2,0,0,963300,"R2",621200,342100,NA,2165,0
1885,2014,"G - Good",3,2,0,1,1544400,"R1",1138500,405900,NA,2049,0
1885,2002,"G - Good",3,3,0,2,1576100,"R3",1213600,362500,NA,3171,0
1880,NA,"A - Average",5,1,0,1,834700,"R1",530000,304700,NA,1200,0
1880,2003,"A - Average",4,2,0,1,1296200,"R2",930800,365400,NA,2388,0
1880,2004,"G - Good",6,3,0,1,1461600,"R2",1032500,429100,NA,2774,0
1875,2018,"A - Average",4,3,0,1,1227000,"R1",854400,372600,NA,1824,0
1910,2011,"A - Average",3,2,0,1,970300,"R1",657300,313000,NA,2217.6,0
1920,NA,"A - Average",9,3,0,2,1047400,"R3",781700,265700,NA,4446,0
1920,NA,"A - Average",8,5,0,0,2494200,"R3",1654500,839700,NA,5400,0
1890,2016,"G - Good",8,4,0,1,2236200,"R3",1925800,310400,NA,2886,0
